"Plot"	"Record"	"Species"
8300	1	"Sayornis_saya"
8300	1	"Contopus_cooperi"
8300	1	"Contopus_sordidulus"
8301	1	"Empidonax_hammondii"
8301	1	"Empidonax_alnorum"
8301	1	"Sayornis_saya"
8301	1	"Contopus_cooperi"
8302	1	"Empidonax_hammondii"
8302	1	"Empidonax_alnorum"
8302	1	"Sayornis_saya"
8302	1	"Contopus_cooperi"
8303	1	"Empidonax_hammondii"
8303	1	"Empidonax_alnorum"
8303	1	"Sayornis_saya"
8303	1	"Contopus_cooperi"
8304	1	"Empidonax_hammondii"
8304	1	"Empidonax_alnorum"
8304	1	"Sayornis_saya"
8304	1	"Contopus_cooperi"
8305	1	"Empidonax_hammondii"
8305	1	"Empidonax_alnorum"
8305	1	"Sayornis_saya"
8305	1	"Contopus_cooperi"
8306	1	"Empidonax_hammondii"
8306	1	"Empidonax_alnorum"
8306	1	"Sayornis_saya"
8306	1	"Contopus_cooperi"
8307	1	"Empidonax_hammondii"
8307	1	"Empidonax_alnorum"
8307	1	"Sayornis_saya"
8307	1	"Contopus_cooperi"
8308	1	"Empidonax_hammondii"
8308	1	"Empidonax_alnorum"
8308	1	"Sayornis_saya"
8308	1	"Contopus_cooperi"
8309	1	"Empidonax_hammondii"
8309	1	"Empidonax_alnorum"
8309	1	"Sayornis_saya"
8309	1	"Contopus_cooperi"
8310	1	"Empidonax_hammondii"
8310	1	"Empidonax_alnorum"
8310	1	"Sayornis_saya"
8310	1	"Contopus_cooperi"
8310	1	"Contopus_sordidulus"
8311	1	"Empidonax_hammondii"
8311	1	"Empidonax_alnorum"
8311	1	"Sayornis_saya"
8311	1	"Contopus_cooperi"
8311	1	"Contopus_sordidulus"
8312	1	"Empidonax_hammondii"
8312	1	"Empidonax_alnorum"
8312	1	"Sayornis_saya"
8312	1	"Contopus_cooperi"
8312	1	"Contopus_sordidulus"
8313	1	"Empidonax_hammondii"
8313	1	"Empidonax_alnorum"
8313	1	"Sayornis_saya"
8313	1	"Contopus_cooperi"
8313	1	"Contopus_sordidulus"
8314	1	"Empidonax_hammondii"
8314	1	"Empidonax_alnorum"
8314	1	"Sayornis_saya"
8314	1	"Contopus_cooperi"
8314	1	"Contopus_sordidulus"
8315	1	"Empidonax_hammondii"
8315	1	"Empidonax_alnorum"
8315	1	"Sayornis_saya"
8315	1	"Contopus_cooperi"
8315	1	"Contopus_sordidulus"
8316	1	"Empidonax_hammondii"
8316	1	"Empidonax_alnorum"
8316	1	"Sayornis_saya"
8316	1	"Contopus_cooperi"
8316	1	"Contopus_sordidulus"
8317	1	"Empidonax_hammondii"
8317	1	"Empidonax_alnorum"
8317	1	"Sayornis_saya"
8317	1	"Contopus_cooperi"
8317	1	"Contopus_sordidulus"
8318	1	"Empidonax_hammondii"
8318	1	"Empidonax_alnorum"
8318	1	"Sayornis_saya"
8318	1	"Contopus_cooperi"
8318	1	"Contopus_sordidulus"
8319	1	"Empidonax_hammondii"
8319	1	"Empidonax_alnorum"
8319	1	"Sayornis_saya"
8319	1	"Contopus_cooperi"
8319	1	"Contopus_sordidulus"
8653	1	"Empidonax_hammondii"
8653	1	"Empidonax_alnorum"
8653	1	"Sayornis_saya"
8653	1	"Contopus_cooperi"
8653	1	"Contopus_sordidulus"
8654	1	"Empidonax_hammondii"
8654	1	"Empidonax_alnorum"
8654	1	"Sayornis_saya"
8654	1	"Contopus_cooperi"
8654	1	"Contopus_sordidulus"
8655	1	"Empidonax_hammondii"
8655	1	"Empidonax_alnorum"
8655	1	"Sayornis_saya"
8655	1	"Contopus_cooperi"
8655	1	"Contopus_sordidulus"
8656	1	"Empidonax_hammondii"
8656	1	"Empidonax_alnorum"
8656	1	"Sayornis_saya"
8656	1	"Contopus_cooperi"
8656	1	"Contopus_sordidulus"
8657	1	"Empidonax_hammondii"
8657	1	"Empidonax_alnorum"
8657	1	"Sayornis_saya"
8657	1	"Contopus_cooperi"
8657	1	"Contopus_sordidulus"
8658	1	"Empidonax_hammondii"
8658	1	"Empidonax_alnorum"
8658	1	"Sayornis_saya"
8658	1	"Contopus_cooperi"
8658	1	"Contopus_sordidulus"
8659	1	"Empidonax_hammondii"
8659	1	"Empidonax_alnorum"
8659	1	"Sayornis_saya"
8659	1	"Contopus_cooperi"
8659	1	"Contopus_sordidulus"
8660	1	"Empidonax_hammondii"
8660	1	"Empidonax_alnorum"
8660	1	"Sayornis_saya"
8660	1	"Contopus_cooperi"
8660	1	"Contopus_sordidulus"
8661	1	"Empidonax_hammondii"
8661	1	"Empidonax_alnorum"
8661	1	"Sayornis_saya"
8661	1	"Contopus_cooperi"
8661	1	"Contopus_sordidulus"
8662	1	"Empidonax_hammondii"
8662	1	"Empidonax_alnorum"
8662	1	"Sayornis_saya"
8662	1	"Contopus_cooperi"
8663	1	"Empidonax_hammondii"
8663	1	"Empidonax_alnorum"
8663	1	"Sayornis_saya"
8663	1	"Contopus_cooperi"
8664	1	"Empidonax_hammondii"
8664	1	"Empidonax_alnorum"
8664	1	"Sayornis_saya"
8664	1	"Contopus_cooperi"
8665	1	"Empidonax_hammondii"
8665	1	"Empidonax_alnorum"
8665	1	"Sayornis_saya"
8665	1	"Contopus_cooperi"
8665	1	"Contopus_sordidulus"
8666	1	"Empidonax_hammondii"
8666	1	"Empidonax_alnorum"
8666	1	"Sayornis_saya"
8666	1	"Contopus_cooperi"
8667	1	"Empidonax_hammondii"
8667	1	"Empidonax_alnorum"
8667	1	"Sayornis_saya"
8667	1	"Contopus_cooperi"
8668	1	"Empidonax_hammondii"
8668	1	"Empidonax_alnorum"
8668	1	"Sayornis_saya"
8668	1	"Contopus_cooperi"
8669	1	"Empidonax_hammondii"
8669	1	"Empidonax_alnorum"
8669	1	"Sayornis_saya"
8669	1	"Contopus_cooperi"
8669	1	"Contopus_sordidulus"
8670	1	"Empidonax_hammondii"
8670	1	"Empidonax_alnorum"
8670	1	"Sayornis_saya"
8670	1	"Contopus_cooperi"
8670	1	"Contopus_sordidulus"
8671	1	"Empidonax_hammondii"
8671	1	"Empidonax_alnorum"
8671	1	"Sayornis_saya"
8671	1	"Contopus_cooperi"
8671	1	"Contopus_sordidulus"
8672	1	"Empidonax_hammondii"
8672	1	"Empidonax_alnorum"
8672	1	"Sayornis_saya"
8672	1	"Contopus_cooperi"
8672	1	"Contopus_sordidulus"
8673	1	"Empidonax_hammondii"
8673	1	"Empidonax_alnorum"
8673	1	"Sayornis_saya"
8673	1	"Contopus_cooperi"
8673	1	"Contopus_sordidulus"
8674	1	"Empidonax_hammondii"
8674	1	"Empidonax_alnorum"
8674	1	"Sayornis_saya"
8674	1	"Contopus_cooperi"
8674	1	"Contopus_sordidulus"
8675	1	"Empidonax_hammondii"
8675	1	"Empidonax_alnorum"
8675	1	"Sayornis_saya"
8675	1	"Contopus_cooperi"
8675	1	"Contopus_sordidulus"
8676	1	"Empidonax_hammondii"
8676	1	"Empidonax_alnorum"
8676	1	"Sayornis_saya"
8676	1	"Contopus_cooperi"
8676	1	"Contopus_sordidulus"
8677	1	"Empidonax_hammondii"
8677	1	"Empidonax_alnorum"
8677	1	"Sayornis_saya"
8677	1	"Contopus_cooperi"
8677	1	"Contopus_sordidulus"
8678	1	"Empidonax_hammondii"
8678	1	"Empidonax_alnorum"
8678	1	"Sayornis_saya"
8678	1	"Contopus_cooperi"
8678	1	"Contopus_sordidulus"
8679	1	"Empidonax_hammondii"
8679	1	"Empidonax_alnorum"
8679	1	"Sayornis_saya"
8679	1	"Contopus_cooperi"
8679	1	"Contopus_sordidulus"
8681	1	"Empidonax_hammondii"
8681	1	"Empidonax_alnorum"
8681	1	"Sayornis_saya"
8681	1	"Contopus_cooperi"
8682	1	"Empidonax_hammondii"
8682	1	"Empidonax_alnorum"
8682	1	"Sayornis_saya"
8682	1	"Contopus_cooperi"
9014	1	"Empidonax_hammondii"
9014	1	"Empidonax_alnorum"
9014	1	"Sayornis_saya"
9014	1	"Contopus_cooperi"
9014	1	"Contopus_sordidulus"
9015	1	"Empidonax_hammondii"
9015	1	"Empidonax_alnorum"
9015	1	"Sayornis_saya"
9015	1	"Contopus_cooperi"
9015	1	"Contopus_sordidulus"
9016	1	"Empidonax_hammondii"
9016	1	"Empidonax_alnorum"
9016	1	"Sayornis_saya"
9016	1	"Contopus_cooperi"
9016	1	"Contopus_sordidulus"
9018	1	"Empidonax_hammondii"
9018	1	"Empidonax_alnorum"
9018	1	"Sayornis_saya"
9018	1	"Contopus_cooperi"
9018	1	"Contopus_sordidulus"
9019	1	"Empidonax_hammondii"
9019	1	"Empidonax_alnorum"
9019	1	"Sayornis_saya"
9019	1	"Contopus_cooperi"
9019	1	"Contopus_sordidulus"
9020	1	"Empidonax_hammondii"
9020	1	"Empidonax_alnorum"
9020	1	"Sayornis_saya"
9020	1	"Contopus_cooperi"
9020	1	"Contopus_sordidulus"
9021	1	"Empidonax_hammondii"
9021	1	"Empidonax_alnorum"
9021	1	"Sayornis_saya"
9021	1	"Contopus_cooperi"
9021	1	"Contopus_sordidulus"
9022	1	"Empidonax_hammondii"
9022	1	"Empidonax_alnorum"
9022	1	"Sayornis_saya"
9022	1	"Contopus_cooperi"
9023	1	"Empidonax_hammondii"
9023	1	"Empidonax_alnorum"
9023	1	"Sayornis_saya"
9023	1	"Contopus_cooperi"
9024	1	"Empidonax_hammondii"
9024	1	"Empidonax_alnorum"
9024	1	"Sayornis_saya"
9024	1	"Contopus_cooperi"
9024	1	"Contopus_sordidulus"
9025	1	"Empidonax_hammondii"
9025	1	"Empidonax_alnorum"
9025	1	"Sayornis_saya"
9025	1	"Contopus_cooperi"
9025	1	"Contopus_sordidulus"
9026	1	"Empidonax_hammondii"
9026	1	"Empidonax_alnorum"
9026	1	"Sayornis_saya"
9026	1	"Contopus_cooperi"
9026	1	"Contopus_sordidulus"
9027	1	"Empidonax_hammondii"
9027	1	"Empidonax_alnorum"
9027	1	"Sayornis_saya"
9027	1	"Contopus_cooperi"
9027	1	"Contopus_sordidulus"
9028	1	"Empidonax_hammondii"
9028	1	"Empidonax_alnorum"
9028	1	"Sayornis_saya"
9028	1	"Contopus_cooperi"
9028	1	"Contopus_sordidulus"
9029	1	"Empidonax_hammondii"
9029	1	"Empidonax_alnorum"
9029	1	"Sayornis_saya"
9029	1	"Contopus_cooperi"
9029	1	"Contopus_sordidulus"
9030	1	"Empidonax_hammondii"
9030	1	"Empidonax_alnorum"
9030	1	"Sayornis_saya"
9030	1	"Contopus_cooperi"
9030	1	"Contopus_sordidulus"
9031	1	"Empidonax_hammondii"
9031	1	"Empidonax_alnorum"
9031	1	"Sayornis_saya"
9031	1	"Contopus_cooperi"
9031	1	"Contopus_sordidulus"
9032	1	"Empidonax_hammondii"
9032	1	"Empidonax_alnorum"
9032	1	"Sayornis_saya"
9032	1	"Contopus_cooperi"
9032	1	"Contopus_sordidulus"
9033	1	"Empidonax_hammondii"
9033	1	"Empidonax_alnorum"
9033	1	"Sayornis_saya"
9033	1	"Contopus_cooperi"
9033	1	"Contopus_sordidulus"
9034	1	"Empidonax_hammondii"
9034	1	"Empidonax_alnorum"
9034	1	"Sayornis_saya"
9034	1	"Contopus_cooperi"
9034	1	"Contopus_sordidulus"
9035	1	"Empidonax_hammondii"
9035	1	"Empidonax_alnorum"
9035	1	"Sayornis_saya"
9035	1	"Contopus_cooperi"
9035	1	"Contopus_sordidulus"
9036	1	"Empidonax_hammondii"
9036	1	"Empidonax_alnorum"
9036	1	"Sayornis_saya"
9036	1	"Contopus_cooperi"
9036	1	"Contopus_sordidulus"
9037	1	"Empidonax_hammondii"
9037	1	"Empidonax_alnorum"
9037	1	"Sayornis_saya"
9037	1	"Contopus_cooperi"
9037	1	"Contopus_sordidulus"
9038	1	"Empidonax_hammondii"
9038	1	"Empidonax_alnorum"
9038	1	"Sayornis_saya"
9038	1	"Contopus_cooperi"
9038	1	"Contopus_sordidulus"
9039	1	"Empidonax_hammondii"
9039	1	"Empidonax_alnorum"
9039	1	"Sayornis_saya"
9039	1	"Contopus_cooperi"
9039	1	"Contopus_sordidulus"
9040	1	"Empidonax_alnorum"
9040	1	"Sayornis_saya"
9040	1	"Contopus_cooperi"
9040	1	"Contopus_sordidulus"
9041	1	"Empidonax_hammondii"
9041	1	"Empidonax_alnorum"
9041	1	"Sayornis_saya"
9041	1	"Contopus_cooperi"
9041	1	"Contopus_sordidulus"
9042	1	"Empidonax_hammondii"
9042	1	"Empidonax_alnorum"
9042	1	"Sayornis_saya"
9042	1	"Contopus_cooperi"
9042	1	"Contopus_sordidulus"
9043	1	"Empidonax_alnorum"
9043	1	"Sayornis_saya"
9043	1	"Contopus_cooperi"
9043	1	"Contopus_sordidulus"
9376	1	"Empidonax_alnorum"
9376	1	"Sayornis_saya"
9376	1	"Contopus_cooperi"
9376	1	"Contopus_sordidulus"
9377	1	"Empidonax_alnorum"
9377	1	"Sayornis_saya"
9377	1	"Contopus_cooperi"
9377	1	"Contopus_sordidulus"
9378	1	"Empidonax_alnorum"
9378	1	"Sayornis_saya"
9378	1	"Contopus_cooperi"
9378	1	"Contopus_sordidulus"
9379	1	"Empidonax_hammondii"
9379	1	"Empidonax_alnorum"
9379	1	"Sayornis_saya"
9379	1	"Contopus_cooperi"
9379	1	"Contopus_sordidulus"
9380	1	"Empidonax_hammondii"
